ST_CASE,WEATHERNAME,YEAR
40428,Clear,2019
40429,Clear,2019
40430,Clear,2019
40431,Clear,2019
40432,Clear,2019
40433,Clear,2019
40434,Clear,2019
40435,Clear,2019
40436,Clear,2019
40437,Cloudy,2019
40438,Clear,2019
40439,Clear,2019
40440,Other,2019
40441,Clear,2019
40442,Clear,2019
40443,Clear,2019
40444,Clear,2019
40445,Clear,2019
40446,Clear,2019
40447,Clear,2019
40448,Clear,2019
40449,Clear,2019
40450,Clear,2019
40452,Clear,2019
40453,Clear,2019
40454,Clear,2019
40455,Clear,2019
40456,Clear,2019
40457,Reported as Unknown,2019
40458,Reported as Unknown,2019
40459,Reported as Unknown,2019
40460,Clear,2019
40461,Clear,2019
40462,Clear,2019
40463,Reported as Unknown,2019
40464,Reported as Unknown,2019
40465,Clear,2019
40466,Clear,2019
40467,Clear,2019
40468,Clear,2019
40469,Clear,2019
40470,Clear,2019
40471,Cloudy,2019
40472,Clear,2019
40473,Clear,2019
40474,Clear,2019
40475,Rain,2019
40476,Clear,2019
40477,Clear,2019
40478,Clear,2019
40479,Clear,2019
40480,Clear,2019
40481,Cloudy,2019
40482,Cloudy,2019
40483,Clear,2019
40484,Clear,2019
40485,Clear,2019
40486,Cloudy,2019
40487,Cloudy,2019
40488,Clear,2019
40489,Rain,2019
40490,Clear,2019
40491,Clear,2019
40492,Clear,2019
40493,Clear,2019
40494,Clear,2019
40495,Cloudy,2019
40497,Clear,2019
40498,Clear,2019
40499,Clear,2019
40500,Clear,2019
40501,Clear,2019
40502,Cloudy,2019
40503,Clear,2019
40504,Clear,2019
40505,Cloudy,2019
40506,Clear,2019
40507,Reported as Unknown,2019
40508,Rain,2019
40509,Severe Crosswinds,2019
40510,Rain,2019
40511,Clear,2019
40512,Clear,2019
40513,Clear,2019
40514,Clear,2019
40515,Clear,2019
40516,Clear,2019
40517,Clear,2019
40518,Reported as Unknown,2019
40519,Clear,2019
40520,Reported as Unknown,2019
40521,Clear,2019
40522,Clear,2019
40523,Reported as Unknown,2019
40524,Clear,2019
40525,Clear,2019
40526,Clear,2019
40527,Reported as Unknown,2019
40528,Clear,2019
40530,Reported as Unknown,2019
40531,Cloudy,2019
40532,Clear,2019
40533,Reported as Unknown,2019
40534,Clear,2019
40535,Clear,2019
40536,Clear,2019
40537,Clear,2019
40538,Rain,2019
40539,Clear,2019
40540,Reported as Unknown,2019
40541,Clear,2019
40542,Reported as Unknown,2019
40543,Clear,2019
40544,Clear,2019
40545,Clear,2019
40546,Clear,2019
40547,Clear,2019
40548,Clear,2019
40549,Clear,2019
40551,Cloudy,2019
40552,Clear,2019
40553,Cloudy,2019
40554,Rain,2019
40556,Clear,2019
40557,Clear,2019
40558,Cloudy,2019
40559,Cloudy,2019
40560,Clear,2019
40561,Clear,2019
40562,Cloudy,2019
40563,Clear,2019
40564,Clear,2019
40565,Cloudy,2019
40566,Clear,2019
40567,Clear,2019
40568,Clear,2019
40569,Clear,2019
40570,Clear,2019
40571,Clear,2019
40572,Clear,2019
40573,Clear,2019
40574,Clear,2019
40575,Clear,2019
40576,Clear,2019
40577,Clear,2019
40578,Clear,2019
40579,Clear,2019
40580,Clear,2019
40581,Clear,2019
40582,Clear,2019
40583,Clear,2019
40584,Clear,2019
40585,Clear,2019
40586,Cloudy,2019
40587,Cloudy,2019
40588,Clear,2019
40589,Clear,2019
40590,Cloudy,2019
40591,Cloudy,2019
40592,Clear,2019
40593,Clear,2019
40594,Rain,2019
40595,Clear,2019
40596,Clear,2019
40597,Clear,2019
40598,Clear,2019
40599,Clear,2019
40600,Clear,2019
40601,Clear,2019
40602,Clear,2019
40603,Clear,2019
40604,Clear,2019
40605,Clear,2019
40606,Clear,2019
40607,Clear,2019
40608,Cloudy,2019
40609,Clear,2019
40610,Clear,2019
40611,Clear,2019
40612,Clear,2019
40613,Clear,2019
40614,Cloudy,2019
40615,Rain,2019
40616,Clear,2019
40617,Cloudy,2019
40618,Cloudy,2019
40619,Clear,2019
40620,Clear,2019
40621,Clear,2019
40622,Clear,2019
40623,Clear,2019
40624,Clear,2019
40625,Cloudy,2019
40626,Clear,2019
40627,Clear,2019
40628,Clear,2019
40629,Clear,2019
40630,Clear,2019
40631,Clear,2019
40632,Clear,2019
40633,Clear,2019
40634,Clear,2019
40635,Reported as Unknown,2019
40636,Reported as Unknown,2019
40637,Clear,2019
40638,Clear,2019
40639,Clear,2019
40640,Clear,2019
40641,Clear,2019
40642,Clear,2019
40643,Clear,2019
40644,Rain,2019
40645,Clear,2019
40646,Clear,2019
40647,Clear,2019
40648,Clear,2019
40649,Clear,2019
40650,Clear,2019
40651,Not Reported,2019
40652,Clear,2019
40653,Clear,2019
40654,Reported as Unknown,2019
40655,Clear,2019
40656,Clear,2019
40657,Clear,2019
40658,Clear,2019
40659,Clear,2019
40660,Clear,2019
40661,Clear,2019
40662,Clear,2019
40663,Clear,2019
40664,Clear,2019
40665,Clear,2019
40666,Reported as Unknown,2019
40667,Reported as Unknown,2019
40668,Cloudy,2019
40669,Clear,2019
40670,Cloudy,2019
40671,Clear,2019
40672,Reported as Unknown,2019
40673,Reported as Unknown,2019
40674,Reported as Unknown,2019
40675,Cloudy,2019
40676,Clear,2019
40677,Clear,2019
40678,Clear,2019
40679,Clear,2019
40680,Clear,2019
40681,Clear,2019
40682,Clear,2019
40683,Clear,2019
40684,Clear,2019
40685,Clear,2019
40686,Clear,2019
40687,Clear,2019
40688,Clear,2019
40689,Clear,2019
40690,Clear,2019
40691,Clear,2019
40692,Clear,2019
40693,Clear,2019
40694,Clear,2019
40695,Clear,2019
40696,Clear,2019
40697,Clear,2019
40698,Clear,2019
40699,Clear,2019
40700,Clear,2019
40701,Clear,2019
40702,Clear,2019
40703,Clear,2019
40704,Clear,2019
40705,Clear,2019
40706,Clear,2019
40707,Clear,2019
40708,Clear,2019
40709,Clear,2019
40710,Not Reported,2019
40711,Clear,2019
40712,Clear,2019
40713,Clear,2019
40714,Clear,2019
40715,Clear,2019
40716,Clear,2019
40717,Clear,2019
40718,Clear,2019
40719,Clear,2019
40721,Clear,2019
40722,Cloudy,2019
40723,Clear,2019
40724,Clear,2019
40725,Clear,2019
40726,Clear,2019
40727,Clear,2019
40728,Clear,2019
40729,Clear,2019
40730,Clear,2019
40731,Clear,2019
40732,Cloudy,2019
40733,Clear,2019
40734,Rain,2019
40735,Clear,2019
40736,Clear,2019
40737,Clear,2019
40738,Clear,2019
40739,Clear,2019
40740,Clear,2019
40741,Clear,2019
40742,Clear,2019
40743,Reported as Unknown,2019
40744,Clear,2019
40745,Reported as Unknown,2019
40746,Reported as Unknown,2019
40747,Clear,2019
40748,Clear,2019
40749,Clear,2019
40750,Clear,2019
40751,Clear,2019
40752,Clear,2019
40753,Clear,2019
40754,Clear,2019
40755,Reported as Unknown,2019
40756,Reported as Unknown,2019
40757,Clear,2019
40758,Cloudy,2019
40759,Clear,2019
40760,Clear,2019
40761,Clear,2019
40762,Reported as Unknown,2019
40763,Clear,2019
40764,Clear,2019
40765,Clear,2019
40766,Clear,2019
40767,Clear,2019
40768,Clear,2019
40769,Clear,2019
40770,Clear,2019
40771,Clear,2019
40772,Clear,2019
40773,Clear,2019
40774,Rain,2019
40775,Clear,2019
40776,Cloudy,2019
40778,Clear,2019
40779,Clear,2019
40780,Clear,2019
40781,Clear,2019
40783,Clear,2019
40784,Clear,2019
40785,Clear,2019
40786,Clear,2019
40787,Clear,2019
40788,Clear,2019
40789,Clear,2019
40790,Clear,2019
40791,Clear,2019
40792,Clear,2019
40793,Clear,2019
40794,Clear,2019
40795,Clear,2019
40796,Clear,2019
40797,Clear,2019
40798,Clear,2019
40800,Clear,2019
40801,Clear,2019
40802,Clear,2019
40803,Clear,2019
40804,Rain,2019
40805,Cloudy,2019
40806,Rain,2019
40807,Clear,2019
40808,Cloudy,2019
40809,Clear,2019
40810,Clear,2019
40811,Clear,2019
40812,Clear,2019
40813,Cloudy,2019
40814,Clear,2019
40815,Cloudy,2019
40816,Cloudy,2019
40817,Cloudy,2019
40818,Cloudy,2019
40819,Clear,2019
40820,Clear,2019
40821,Clear,2019
40822,Clear,2019
40823,Clear,2019
40824,Clear,2019
40825,Reported as Unknown,2019
40826,Clear,2019
40827,Clear,2019
40828,Reported as Unknown,2019
40829,Clear,2019
40830,Clear,2019
40831,Rain,2019
40832,Clear,2019
40833,Reported as Unknown,2019
40834,Clear,2019
40835,Clear,2019
40836,Cloudy,2019
40837,Clear,2019
40838,Reported as Unknown,2019
40839,Reported as Unknown,2019
40840,Not Reported,2019
40841,Clear,2019
40842,Reported as Unknown,2019
40843,Reported as Unknown,2019
40844,Clear,2019
40845,Reported as Unknown,2019
40846,Reported as Unknown,2019
40847,Clear,2019
40848,Cloudy,2019
40849,Clear,2019
40850,Clear,2019
40851,Clear,2019
40852,Snow,2019
40853,Clear,2019
40854,Cloudy,2019
40855,Clear,2019
40856,Clear,2019
40857,Cloudy,2019
40858,Clear,2019
40859,Cloudy,2019
40860,Cloudy,2019
40861,Clear,2019
40862,Clear,2019
40863,Clear,2019
40864,Cloudy,2019
40865,Clear,2019
40866,Clear,2019
40867,Clear,2019
40868,Clear,2019
40869,Clear,2019
40870,Clear,2019
40871,Clear,2019
40872,Clear,2019
40873,Clear,2019
40874,Clear,2019
40875,Clear,2019
40877,Clear,2019
40878,Clear,2019
40879,Clear,2019
40880,Cloudy,2019
40881,Rain,2019
40882,Cloudy,2019
40883,Rain,2019
40885,Cloudy,2019
40886,Clear,2019
40888,Clear,2019
40889,Clear,2019
40890,Reported as Unknown,2019
40891,Reported as Unknown,2019
40892,Clear,2019
40893,Rain,2019
40894,Reported as Unknown,2019
40895,Clear,2019
40896,Clear,2019
40897,Clear,2019
40898,Clear,2019
40899,Clear,2019
40900,Clear,2019
40901,Reported as Unknown,2019
40902,Clear,2019
40903,Clear,2019
40904,Reported as Unknown,2019
40905,Cloudy,2019
40906,Clear,2019
40907,Rain,2019
40908,Clear,2019
40909,Clear,2019
40910,Clear,2019
40911,Clear,2019
40912,Clear,2019
40913,Clear,2019
40914,Clear,2019
40915,Clear,2019
40916,Clear,2019
40917,Clear,2019
40918,Clear,2019
40919,Rain,2019
40920,Clear,2019
40921,Clear,2019
40922,Clear,2019
40923,Clear,2019
40924,Clear,2019
40925,Reported as Unknown,2019
40926,Clear,2019
40927,Clear,2019
40928,Clear,2019
40929,Clear,2019
50001,Clear,2019
50002,Cloudy,2019
50003,Cloudy,2019
50004,Clear,2019
50005,Clear,2019
50006,Clear,2019
50007,Clear,2019
50008,Rain,2019
50009,Cloudy,2019
50010,Clear,2019
50011,Clear,2019
50012,Cloudy,2019
50013,Clear,2019
50014,Clear,2019
50015,Clear,2019
50016,Rain,2019
50017,Cloudy,2019
50018,Clear,2019
50019,Other,2019
50020,Clear,2019
50021,Clear,2019
50022,"Fog, Smog, Smoke",2019
50023,Clear,2019
50024,Rain,2019
50025,Clear,2019
50026,Cloudy,2019
50027,Clear,2019
50028,Clear,2019
50029,Clear,2019
50030,Clear,2019
50031,Clear,2019
50032,Cloudy,2019
50033,Clear,2019
50034,Cloudy,2019
50035,Rain,2019
50036,Rain,2019
50037,Clear,2019
50038,"Fog, Smog, Smoke",2019
50039,Rain,2019
50040,Clear,2019
50041,Cloudy,2019
50042,Rain,2019
50043,Clear,2019
50044,Rain,2019
50045,Clear,2019
50046,Rain,2019
50047,Clear,2019
50048,Clear,2019
50049,Clear,2019
50050,Clear,2019
50051,Clear,2019
50054,Clear,2019
50056,Clear,2019
50057,Clear,2019
50058,Clear,2019
50059,Clear,2019
50060,Clear,2019
50061,Clear,2019
50062,Clear,2019
50063,Clear,2019
50064,Clear,2019
50065,Clear,2019
50066,Clear,2019
50067,Rain,2019
50068,Clear,2019
50069,Clear,2019
50070,Clear,2019
50071,Clear,2019
50072,Clear,2019
50073,Clear,2019
50074,Clear,2019
50075,Clear,2019
50076,Clear,2019
50077,Clear,2019
50078,Cloudy,2019
50079,Clear,2019
50081,Clear,2019
50082,Clear,2019
50083,Rain,2019
50084,Clear,2019
50085,Rain,2019
50086,Clear,2019
50087,Clear,2019
50088,Clear,2019
50089,Rain,2019
50090,Clear,2019
50091,Clear,2019
50092,Clear,2019
50093,Cloudy,2019
50094,Clear,2019
50095,Cloudy,2019
50096,Cloudy,2019
50097,Clear,2019
50098,Rain,2019
50099,Clear,2019
50101,Clear,2019
50103,Cloudy,2019
50104,Clear,2019
50105,Clear,2019
50106,Clear,2019
50107,Rain,2019
50108,Cloudy,2019
50109,Rain,2019
50110,Clear,2019
50111,Rain,2019
50112,Clear,2019
50113,Clear,2019
50114,Clear,2019
50115,Clear,2019
50116,Clear,2019
50117,Clear,2019
50119,Clear,2019
50120,Rain,2019
50121,Clear,2019
50123,Clear,2019
50124,Clear,2019
50125,Clear,2019
50126,Clear,2019
50127,Cloudy,2019
50128,Clear,2019
50129,Clear,2019
50130,Rain,2019
50131,Clear,2019
50132,Cloudy,2019
50133,Rain,2019
50134,Clear,2019
50135,Clear,2019
50136,Clear,2019
50137,Clear,2019
50138,Clear,2019
50139,Clear,2019
50140,Clear,2019
50141,Clear,2019
50142,Clear,2019
50143,Clear,2019
50144,Clear,2019
50145,Clear,2019
50147,Rain,2019
50148,Clear,2019
50149,Clear,2019
50150,Clear,2019
50151,Clear,2019
50152,Clear,2019
50153,Clear,2019
50154,Clear,2019
50156,Clear,2019
50157,Clear,2019
50158,Clear,2019
50159,Clear,2019
50160,Clear,2019
50161,Rain,2019
50162,Clear,2019
50163,Rain,2019
50164,Clear,2019
50166,Cloudy,2019
50167,Cloudy,2019
50168,Clear,2019
50169,Cloudy,2019
50170,Clear,2019
50171,Clear,2019
50172,Clear,2019
50173,Cloudy,2019
50174,Clear,2019
50175,Clear,2019
50176,Clear,2019
50178,Rain,2019
50179,Clear,2019
50180,Cloudy,2019
50181,Clear,2019
50184,Clear,2019
50185,Rain,2019
50186,Clear,2019
50187,Clear,2019
50188,Cloudy,2019
50190,Clear,2019
50191,Clear,2019
50192,Clear,2019
50193,Clear,2019
50194,Clear,2019
50195,Clear,2019
50196,Clear,2019
50197,Clear,2019
50198,Cloudy,2019
50199,Clear,2019
50201,Clear,2019
50202,Clear,2019
50203,Clear,2019
50204,Cloudy,2019
50205,Clear,2019
50206,Clear,2019
50207,Rain,2019
50208,Clear,2019
50209,Clear,2019
50211,Cloudy,2019
50212,Clear,2019
50213,Clear,2019
50214,Clear,2019
50215,Clear,2019
50216,Clear,2019
50217,Rain,2019
50218,Clear,2019
50219,Clear,2019
50221,Clear,2019
50223,Clear,2019
50225,Clear,2019
50226,Clear,2019
50227,Clear,2019
50228,Clear,2019
50229,Clear,2019
50230,Clear,2019
50232,Clear,2019
50233,Clear,2019
50234,Cloudy,2019
50235,Clear,2019
50236,Clear,2019
50237,Clear,2019
50238,Clear,2019
50240,Clear,2019
50241,Clear,2019
50242,Clear,2019
50243,Clear,2019
50244,Clear,2019
50245,Clear,2019
50246,Clear,2019
50247,Clear,2019
50248,"Fog, Smog, Smoke",2019
50249,Clear,2019
50250,Clear,2019
50251,Clear,2019
50252,Clear,2019
50253,Clear,2019
50254,Clear,2019
50255,Cloudy,2019
50256,Clear,2019
50257,Clear,2019
50258,Clear,2019
50259,Clear,2019
50260,Clear,2019
50261,Clear,2019
50262,Clear,2019
50263,Cloudy,2019
50264,Clear,2019
50265,Clear,2019
50266,Clear,2019
50267,"Fog, Smog, Smoke",2019
50268,Clear,2019
50269,Clear,2019
50270,Clear,2019
50271,Clear,2019
50272,Clear,2019
50273,Clear,2019
50274,Clear,2019
50275,Rain,2019
50276,Clear,2019
50277,Clear,2019
50278,Cloudy,2019
50279,Clear,2019
50281,Clear,2019
50282,Clear,2019
50283,Cloudy,2019
50284,Clear,2019
50285,Clear,2019
50286,Clear,2019
50287,Clear,2019
50288,Cloudy,2019
50289,Clear,2019
50290,Rain,2019
50291,Clear,2019
50292,Clear,2019
50293,Rain,2019
50294,Clear,2019
50296,Cloudy,2019
50297,Clear,2019
50298,Clear,2019
50299,Clear,2019
50300,Clear,2019
50301,Rain,2019
50302,Cloudy,2019
50303,Clear,2019
50304,Clear,2019
50305,"Fog, Smog, Smoke",2019
50306,Clear,2019
50307,Clear,2019
50308,Clear,2019
50309,Clear,2019
50310,Clear,2019
50311,Clear,2019
50312,Clear,2019
50313,Clear,2019
50314,Clear,2019
50315,Clear,2019
50316,Clear,2019
50317,Clear,2019
50318,Clear,2019
50319,Clear,2019
50320,Clear,2019
50321,Clear,2019
50322,Clear,2019
50323,Clear,2019
50324,Clear,2019
50325,Clear,2019
50326,Clear,2019
50327,Clear,2019
50328,Clear,2019
50329,Clear,2019
50330,Clear,2019
50331,Clear,2019
50332,Clear,2019
50333,Clear,2019
50334,Clear,2019
50335,Clear,2019
50337,Clear,2019
50338,Clear,2019
50339,Clear,2019
50340,Clear,2019
50341,Clear,2019
50342,Clear,2019
50343,Clear,2019
50344,Clear,2019
50345,Clear,2019
50346,Cloudy,2019
50347,Clear,2019
50348,Clear,2019
50350,Clear,2019
50351,Clear,2019
50352,Clear,2019
50353,Clear,2019
50354,Clear,2019
50355,Clear,2019
50356,Clear,2019
50357,Clear,2019
50358,Clear,2019
50359,Clear,2019
50360,Cloudy,2019
50361,Clear,2019
50362,Clear,2019
50363,Clear,2019
50364,Clear,2019
50365,Cloudy,2019
50366,Cloudy,2019
50367,Clear,2019
50368,Clear,2019
50369,Cloudy,2019
50370,Cloudy,2019
50371,Clear,2019
50372,Clear,2019
50373,Clear,2019
50374,Clear,2019
50375,Rain,2019
50376,Rain,2019
50377,Clear,2019
50378,Clear,2019
50379,Clear,2019
50380,Clear,2019
50381,Other,2019
50382,Cloudy,2019
50383,Clear,2019
50384,Clear,2019
50385,Clear,2019
50386,Clear,2019
50387,Clear,2019
50388,Rain,2019
50389,Clear,2019
50390,Cloudy,2019
50391,Cloudy,2019
50392,Clear,2019
50393,Clear,2019
50394,Cloudy,2019
50395,Clear,2019
50396,Clear,2019
50397,Rain,2019
50398,Clear,2019
50399,Clear,2019
50400,Clear,2019
50401,Rain,2019
50402,Rain,2019
50403,Clear,2019
50404,Clear,2019
50405,Rain,2019
50406,Rain,2019
50408,Clear,2019
50409,Clear,2019
50410,Cloudy,2019
50411,Clear,2019
50412,Rain,2019
50413,Clear,2019
50414,Clear,2019
50415,Cloudy,2019
50416,Clear,2019
50417,Clear,2019
50418,Clear,2019
50419,Clear,2019
50420,Clear,2019
50421,Clear,2019
50422,Clear,2019
50423,Clear,2019
50424,Clear,2019
50425,Clear,2019
50426,Clear,2019
50427,Clear,2019
50428,Clear,2019
50430,Clear,2019
50431,Clear,2019
50432,Rain,2019
50434,Clear,2019
50435,Rain,2019
50436,Clear,2019
50437,Clear,2019
50438,Clear,2019
50439,Clear,2019
50440,Clear,2019
50441,Rain,2019
50442,Clear,2019
50443,Clear,2019
50444,Rain,2019
50445,Clear,2019
50446,Clear,2019
50448,Rain,2019
50449,Rain,2019
50450,Clear,2019
50451,Cloudy,2019
50452,Rain,2019
50453,Cloudy,2019
50454,Clear,2019
50455,Clear,2019
50456,Clear,2019
50457,Clear,2019
50458,"Fog, Smog, Smoke",2019
50459,Clear,2019
50460,Cloudy,2019
50461,Cloudy,2019
50462,Clear,2019
50463,Clear,2019
50464,Rain,2019
50466,Clear,2019
50467,Clear,2019
50469,Clear,2019
50470,Cloudy,2019
50471,Clear,2019
50472,Rain,2019
50473,Clear,2019
50474,Clear,2019
50475,Clear,2019
50476,Clear,2019
50478,Rain,2019
50479,Clear,2019
50480,Clear,2019
50481,Clear,2019
50482,Clear,2019
50483,"Fog, Smog, Smoke",2019
50484,Cloudy,2019
50485,Clear,2019
50486,Clear,2019
50487,Clear,2019
50488,"Fog, Smog, Smoke",2019
50489,Clear,2019
50490,Clear,2019
50491,Clear,2019
50492,Cloudy,2019
50493,Clear,2019
50494,Clear,2019
50495,Clear,2019
50496,Clear,2019
50497,Clear,2019
50498,Clear,2019
50500,Clear,2019
50501,Clear,2019
50502,Clear,2019
50503,Clear,2019
50504,Rain,2019
50505,Clear,2019
50506,Clear,2019
50507,Clear,2019
60001,Clear,2019
60002,Clear,2019
60003,Clear,2019
60004,Clear,2019
60005,Cloudy,2019
60006,Cloudy,2019
60007,Clear,2019
60008,Clear,2019
60009,Clear,2019
60010,Clear,2019
60011,Clear,2019
60012,Clear,2019
60013,Clear,2019
60014,Clear,2019
60015,Clear,2019
60016,Clear,2019
60017,Clear,2019
60018,Cloudy,2019
60019,Clear,2019
60020,Clear,2019
60021,Rain,2019
60022,Clear,2019
60023,Clear,2019
60024,Cloudy,2019
60025,Cloudy,2019
60026,Rain,2019
60027,Clear,2019
60028,Clear,2019
60029,Clear,2019
60030,Clear,2019
60031,Rain,2019
60032,Clear,2019
60033,Cloudy,2019
60034,Clear,2019
60035,Clear,2019
60036,Cloudy,2019
60037,Cloudy,2019
60038,Clear,2019
60039,Clear,2019
60040,Clear,2019
60041,Cloudy,2019
60042,Clear,2019
60043,Severe Crosswinds,2019
60044,Clear,2019
60045,Clear,2019
60046,Clear,2019
60047,Rain,2019
60048,Cloudy,2019
60049,Severe Crosswinds,2019
60050,Clear,2019
60051,Rain,2019
60052,Cloudy,2019
60053,Cloudy,2019
60054,Clear,2019
60055,Clear,2019
60056,Cloudy,2019
60057,Clear,2019
60058,Cloudy,2019
60059,Clear,2019
60060,Rain,2019
60061,Clear,2019
60062,Snow,2019
60063,Rain,2019
60064,Clear,2019
60065,Rain,2019
60066,Clear,2019
60067,Clear,2019
60068,Cloudy,2019
60069,Cloudy,2019
60070,Clear,2019
60071,Cloudy,2019
60072,Cloudy,2019
60073,Cloudy,2019
60074,Clear,2019
60075,Rain,2019
60076,Clear,2019
60077,Clear,2019
60078,Rain,2019
60079,Cloudy,2019
60080,Cloudy,2019
60081,Rain,2019
60082,Clear,2019
60083,Clear,2019
60084,Rain,2019
60085,Cloudy,2019
60086,Rain,2019
60087,Rain,2019
60088,Clear,2019
60089,Clear,2019
60090,"Fog, Smog, Smoke",2019
60091,Clear,2019
60092,Clear,2019
60093,Rain,2019
60094,Clear,2019
60095,Clear,2019
60097,Clear,2019
60098,Clear,2019
60099,Clear,2019
60100,Clear,2019
60101,Cloudy,2019
60102,Clear,2019
60103,Clear,2019
60104,Clear,2019
60105,Clear,2019
60106,Rain,2019
60107,Clear,2019
60108,Rain,2019
60109,Clear,2019
60110,Cloudy,2019
60111,Clear,2019
60112,Cloudy,2019
60114,Rain,2019
60115,Clear,2019
60116,Cloudy,2019
60117,Clear,2019
60118,Clear,2019
60119,Clear,2019
60120,Clear,2019
60121,Clear,2019
60122,Clear,2019
60123,Rain,2019
60124,Clear,2019
60126,"Fog, Smog, Smoke",2019
60127,Clear,2019
60128,Clear,2019
60129,Rain,2019
60130,Clear,2019
60131,Cloudy,2019
60132,Clear,2019
60133,Cloudy,2019
60134,Rain,2019
60135,Clear,2019
60136,Cloudy,2019
60137,Clear,2019
60138,Clear,2019
60139,Clear,2019
60140,"Fog, Smog, Smoke",2019
60141,Clear,2019
60142,Clear,2019
60143,Rain,2019
60144,Clear,2019
60145,Rain,2019
60146,Clear,2019
60147,Clear,2019
60148,Clear,2019
60149,Clear,2019
60150,Rain,2019
60151,Clear,2019
60152,Snow,2019
60153,Rain,2019
60154,Rain,2019
60155,Cloudy,2019
60156,Rain,2019
60157,Clear,2019
60158,Cloudy,2019
60159,Rain,2019
60160,Clear,2019
60161,Cloudy,2019
60162,Clear,2019
60163,Cloudy,2019
60164,Clear,2019
60165,Clear,2019
60166,Clear,2019
60167,Cloudy,2019
60168,Clear,2019
60169,Snow,2019
60170,Clear,2019
60171,Cloudy,2019
60172,Cloudy,2019
60173,Cloudy,2019
60174,Clear,2019
60175,Rain,2019
60176,Clear,2019
60177,Clear,2019
60178,Rain,2019
60179,Clear,2019
60180,Clear,2019
60181,Clear,2019
60182,Clear,2019
60183,Clear,2019
60185,Clear,2019
60186,Clear,2019
60187,Clear,2019
60188,Rain,2019
60189,Clear,2019
60190,Clear,2019
60191,Cloudy,2019
60192,Cloudy,2019
60194,Clear,2019
60195,Rain,2019
60196,Clear,2019
60197,Clear,2019
60198,Clear,2019
60199,Clear,2019
60200,Clear,2019
60201,Cloudy,2019
60202,Cloudy,2019
60203,Clear,2019
60204,Cloudy,2019
60205,Clear,2019
60206,Cloudy,2019
60207,Rain,2019
60208,Rain,2019
60209,Cloudy,2019
60210,Clear,2019
60211,Clear,2019
60212,Cloudy,2019
60213,Rain,2019
60214,Clear,2019
60215,Clear,2019
60216,Clear,2019
60217,Rain,2019
60218,Clear,2019
60219,Cloudy,2019
60220,Severe Crosswinds,2019
60221,Clear,2019
60222,Clear,2019
60223,Rain,2019
60224,Clear,2019
60225,Clear,2019
60226,Cloudy,2019
60227,Clear,2019
60228,Clear,2019
60229,Clear,2019
60230,Clear,2019
60231,Clear,2019
60232,Clear,2019
60233,Clear,2019
60234,Clear,2019
60235,Clear,2019
60236,Clear,2019
60237,Clear,2019
60238,Cloudy,2019
60239,Cloudy,2019
60240,Clear,2019
60241,Cloudy,2019
60242,Clear,2019
60243,Clear,2019
60244,Cloudy,2019
60245,Clear,2019
60246,Clear,2019
60247,Clear,2019
60248,Clear,2019
60249,Clear,2019
60250,Clear,2019
60251,Cloudy,2019
60252,Rain,2019
60253,Cloudy,2019
60254,Cloudy,2019
60255,Clear,2019
60256,Clear,2019
60257,Cloudy,2019
60258,Clear,2019
60259,Rain,2019
60260,Clear,2019
60261,Clear,2019
60262,Clear,2019
60263,Clear,2019
60264,Cloudy,2019
60265,Cloudy,2019
60266,Clear,2019
60267,Clear,2019
60268,Clear,2019
60269,Clear,2019
